,lat,lon,restaurant_count,school_count,park_count,bus_station_count,supermarket_count,pub_count,parkwide_count,restaurantwide_count
90,47.600727773302616,-122.38839311540568,0,0,1,3,0,0,10,1
91,47.68814628594475,-122.28019203541,0,3,5,6,1,1,10,5
92,47.52028531534729,-122.25388539607523,0,1,5,6,0,1,10,7
93,47.68703394479724,-122.3426725917393,0,4,3,2,1,5,10,10
94,47.61536336672197,-122.33957196421125,0,2,10,4,7,10,10,10
95,47.51444957882566,-122.31352536897388,0,0,1,0,1,0,10,8
96,47.57645334268964,-122.39289510405666,0,0,4,0,3,0,10,10
97,47.51405544015759,-122.23902530456824,1,0,2,0,0,0,10,1
98,47.57434999884311,-122.28773218139426,9,0,10,0,2,0,10,10
99,47.60959454312715,-122.38098784206905,0,0,0,0,0,0,10,0
100,47.6919991299694,-122.3431498032636,10,0,3,0,1,0,10,10
101,47.69627553279111,-122.2702653972585,1,0,1,0,0,0,10,2
102,47.580939271937225,-122.41015301221437,10,0,3,0,0,0,10,10
103,47.523943963691245,-122.3789804633842,3,0,4,0,0,0,0,5
104,47.510243885847714,-122.25256995508632,1,0,4,5,0,0,0,4
105,47.63812006216498,-122.42604849959916,0,0,0,1,0,0,0,0
106,47.58646543324773,-122.2551352160252,0,0,7,6,0,0,0,6
107,47.6745750214496,-122.41196357727613,3,0,1,0,0,0,0,8
108,47.585152575796,-122.3959658251771,10,1,3,3,2,0,0,10
109,47.53371390708248,-122.36486709005668,0,6,3,4,0,0,0,4
110,47.684603922809735,-122.24800091353656,0,0,0,9,0,0,0,1
111,47.60081622330746,-122.37801425799958,0,0,0,3,0,0,10,1
112,47.60058747053892,-122.34638346462602,10,0,0,4,1,6,10,10
113,47.56225631270575,-122.42837143528682,0,0,0,2,0,0,7,0
114,47.58500868498635,-122.409658977558,10,1,0,3,0,2,10,10
115,47.541202747142506,-122.28356128899284,10,4,0,6,3,0,10,10
116,47.62583534434168,-122.32767322002464,10,7,0,4,2,5,10,10
117,47.51013988565159,-122.39291726902027,0,0,0,2,0,0,10,2
118,47.52965445893128,-122.35032700020864,0,1,0,4,0,0,10,9
119,47.5847916453284,-122.38074474251349,10,2,0,3,3,3,10,10
120,47.680494319361095,-122.36273827144764,10,4,2,0,1,4,10,10
121,47.58438307214606,-122.24008317231576,9,0,10,7,2,0,10,10
122,47.58356262765015,-122.34889403794271,0,0,1,3,0,0,10,7
123,47.62622945737565,-122.40149081035814,2,0,2,2,0,0,10,9
124,47.52188226318296,-122.41054902996432,0,0,0,2,0,0,10,0
125,47.56685152276845,-122.42259820322622,1,0,4,3,0,0,10,2
126,47.56325488025192,-122.3995885044251,10,2,6,3,0,2,10,10
127,47.655821682917775,-122.30411166589148,10,1,7,6,0,4,10,10
128,47.64898819694498,-122.26822029462063,0,0,2,9,0,0,10,0
129,47.52582007899519,-122.37278467453012,3,6,2,4,0,0,10,0
130,47.55926794678927,-122.28996790974944,10,4,6,5,0,5,10,0
131,47.62663076663398,-122.38602204861834,3,0,4,2,0,0,10,0
132,47.646605114219454,-122.33369443086517,10,2,10,4,0,4,10,0
133,47.60515120253431,-122.41902342838502,0,0,0,2,0,0,0,0
134,47.52207307300235,-122.43187896039676,0,0,0,2,0,0,0,0
135,47.64738619781118,-122.35919639861058,10,2,7,3,0,10,10,0
136,47.69617510678266,-122.23549194373594,0,0,0,10,0,0,10,0
137,47.63755487294445,-122.36842938008304,10,2,7,3,0,2,10,0
138,47.545646852316125,-122.24949780747532,0,0,3,7,0,0,10,0
139,47.551515291721415,-122.3324147355287,10,0,1,4,0,3,10,10
140,47.67651920029266,-122.31909816209529,10,10,6,4,0,7,10,10
141,47.635529461348526,-122.40763432056204,10,2,7,1,0,1,10,10
142,47.6862353205432,-122.28942212080432,3,7,6,6,1,1,10,10
143,47.57288107225856,-122.23681762838386,0,1,4,6,0,0,10,3
144,47.651643883919576,-122.24431929353707,0,0,0,10,0,0,10,0
145,47.59397393303172,-122.2883877057917,8,4,10,6,1,0,10,10
146,47.696719037039855,-122.40392516635144,1,0,2,1,0,0,10,2
147,47.579607628507766,-122.2515507353183,0,0,6,6,0,0,10,7
148,47.68563403034565,-122.34801129766824,10,3,3,2,2,10,10,10
149,47.56840941671971,-122.3007626256158,7,2,7,5,2,0,10,10
150,47.58308042665677,-122.39072833032957,10,2,5,3,3,3,10,10
151,47.51603926555151,-122.33855137616465,0,1,2,4,0,0,10,10
152,47.68134062550296,-122.34861269381432,10,2,2,1,2,7,10,10
153,47.6412177840893,-122.41101485784252,10,4,5,1,1,1,10,10
154,47.64704698546404,-122.38721982230302,3,2,4,1,2,1,10,10
155,47.643681509608925,-122.3255554396803,10,4,10,5,0,0,10,10
156,47.70276513307087,-122.397631691439,0,0,2,1,0,0,10,1
157,47.6317734983067,-122.31435607038976,0,8,10,6,0,3,10,10
158,47.57366073265313,-122.31034314613144,0,0,5,5,2,1,10,10
159,47.58395248823324,-122.25546947683698,0,0,7,6,0,0,10,4
160,47.596156075034045,-122.24258962522396,0,0,4,9,0,0,10,10
161,47.64532457581623,-122.2759835729728,0,0,4,6,0,1,10,6
162,47.6097660619579,-122.29767649738535,0,7,10,5,2,2,10,10
163,47.634362112492745,-122.28644001716204,0,1,10,6,1,2,10,10
164,47.61113963225456,-122.2459942779172,0,0,1,0,0,0,9,0
165,47.62674127878037,-122.24393320426036,0,0,0,0,0,0,10,2
166,47.63419710441839,-122.37983210525748,0,0,6,0,1,0,10,10
167,47.6356218616294,-122.42044139402915,0,0,2,0,0,0,10,2
168,47.687379625547024,-122.24402032437972,0,0,1,0,0,0,6,0
169,47.6907807922181,-122.37394993597717,10,0,3,0,2,3,10,10
170,47.59757755928514,-122.3758183109911,1,0,3,0,0,0,10,2
171,47.55212504039159,-122.338915726065,4,0,1,0,0,0,0,10
172,47.68209932490712,-122.30920209047312,10,0,6,5,2,0,0,10
173,47.68694570327739,-122.30065843656732,7,0,3,6,1,0,0,10
174,47.5722433234261,-122.32704948366111,9,0,2,4,1,0,0,10
175,47.6548403917654,-122.3318337204574,10,0,10,5,1,0,0,10
176,47.577778602927474,-122.33021880270732,8,0,1,4,1,0,0,10
177,47.68162022207623,-122.27855573448016,2,0,3,7,2,0,0,8
178,47.52673348872512,-122.35237227856436,2,0,1,4,0,0,0,10
179,47.61620430482207,-122.37671723119784,0,0,0,2,0,0,10,1
180,47.66254750426207,-122.35365928496302,10,0,0,2,1,0,10,10
181,47.52563563520735,-122.26506526785624,10,4,0,6,1,0,10,10
182,47.65859506921293,-122.28154779835177,7,2,0,9,0,0,10,10
183,47.57308501127604,-122.2767098251041,0,1,0,7,1,0,10,8
184,47.51706971529613,-122.3770234574702,1,4,0,4,1,0,10,7
185,47.67279760398155,-122.39260140986546,10,3,0,0,1,10,10,10
186,47.64117001006107,-122.23540877021318,0,1,0,10,0,0,10,0
187,47.67286091041135,-122.38212389163913,10,4,0,1,5,10,10,10
188,47.590427216930685,-122.3029921131958,10,6,0,6,0,1,10,10
189,47.66440910565191,-122.35464918826656,10,5,0,2,1,2,10,10
190,47.685713005292286,-122.2622272948328,1,1,1,7,0,0,10,1
191,47.63593634562377,-122.35242001330228,10,6,10,3,2,2,10,10
192,47.53440518165316,-122.36567528994637,0,7,3,4,0,0,10,3
193,47.70534449166539,-122.34783876651196,10,3,1,2,1,1,10,10
194,47.55576612622947,-122.32444462771552,10,3,2,4,1,6,10,10
195,47.697654584828,-122.23605997265982,0,0,1,10,0,0,9,2
196,47.626782520449126,-122.26276603763692,0,0,0,9,0,0,10,0
197,47.59146135982959,-122.36720708495602,1,0,1,3,0,0,10,2
198,47.66995627534206,-122.41160771799046,3,1,2,0,0,0,10,7
199,47.69200291320769,-122.4266629663236,0,0,0,0,0,0,3,0
200,47.51363896884001,-122.31459802164925,0,3,1,6,1,0,10,0
201,47.62056639379127,-122.24965645370402,0,0,1,9,0,0,10,0
202,47.67336486964603,-122.33313712794056,10,5,5,4,0,3,10,0
203,47.58150346771426,-122.43473215146958,0,0,0,2,0,0,5,0
204,47.59332644514183,-122.2359018653716,10,0,6,9,0,0,10,0
205,47.63713865747032,-122.3213891117524,10,5,10,6,0,0,10,0
206,47.69418817228995,-122.28989314978564,2,4,4,7,0,2,10,0
207,47.61605381128142,-122.327308999735,10,7,10,5,0,10,10,0
208,47.67230182273222,-122.31369187268366,10,5,10,4,0,8,10,10
209,47.54060245151664,-122.25154757811742,0,0,4,7,0,0,10,2
210,47.59739465760583,-122.2381816361848,2,0,3,9,0,0,10,10
211,47.54742486329096,-122.38762373905467,5,2,2,4,0,1,10,10
212,47.64802186381012,-122.34168291333896,10,2,10,4,0,9,10,10
213,47.69039647073402,-122.30511218110684,5,5,4,7,0,3,10,10
214,47.565708519441344,-122.24666754288693,0,0,0,7,0,0,10,0
215,47.51707079325169,-122.3854889260671,2,1,7,4,0,0,10,3
216,47.54860666190638,-122.2937218031322,5,2,6,5,1,0,10,10
217,47.624028355405656,-122.42138254021567,0,0,0,1,0,0,7,0
218,47.66065990567239,-122.26727728000994,0,2,3,9,0,0,10,2
219,47.54255691742833,-122.31529127929934,10,0,4,4,1,5,10,10
220,47.60224209578272,-122.24863657698792,1,0,2,9,0,0,10,1
221,47.584704580515854,-122.31788591183708,8,2,7,6,3,1,10,10
222,47.60348112081523,-122.25757346644744,0,0,0,8,0,0,10,1
223,47.55349899225956,-122.3418254728862,3,0,3,4,0,0,10,6
224,47.63730815342256,-122.38841207658656,10,3,9,2,2,1,10,10
225,47.653668413310704,-122.41493622568174,0,0,2,1,0,0,10,0
226,47.59997682093792,-122.34950152992975,10,0,0,4,0,0,10,10
227,47.6148041503416,-122.4063188166383,0,0,0,2,0,0,5,0
228,47.576171607348655,-122.34933217126812,0,0,3,3,0,0,10,6
229,47.66197621245032,-122.31591266348288,0,6,10,5,4,7,10,10
230,47.52077820786872,-122.4087624701728,0,0,0,2,0,0,10,2
231,47.68501569687323,-122.3595473435055,0,2,3,0,2,10,10,10
232,47.51240564987668,-122.30222075653204,0,1,1,0,0,0,10,1
233,47.51436606999656,-122.25051779112871,0,1,6,0,0,0,10,4
234,47.63779919598802,-122.25968668993974,0,0,0,0,0,0,10,5
235,47.51066861184601,-122.3329407280178,0,1,1,0,0,0,10,0
236,47.58901597588089,-122.2352487184575,0,0,6,0,2,0,10,10
237,47.571150817584304,-122.39134990793892,0,10,3,0,1,3,10,10
238,47.67634479222389,-122.36070737747474,0,1,5,0,1,4,10,10
239,47.67545489278428,-122.31451433026012,0,7,9,0,3,8,0,10
240,47.699733461586206,-122.2719050094613,0,0,1,7,0,0,0,2
241,47.69773011036922,-122.42947333960912,0,0,0,0,0,0,0,0
242,47.52988870118836,-122.38236710319052,0,0,2,4,0,0,0,4
243,47.58170564160456,-122.27116909652648,0,0,0,7,0,0,0,1
244,47.58995091983578,-122.27493793907246,0,0,7,6,0,0,0,3
245,47.52172315561698,-122.25034131740884,3,0,4,7,0,0,0,6
246,47.65218337388689,-122.37544351242909,6,0,1,1,1,0,0,10
247,47.5574840243017,-122.40933599806216,0,0,2,3,0,0,10,1
248,47.55707824549554,-122.39393673925986,10,0,3,3,3,0,10,10
249,47.58574678105793,-122.37985254366984,10,0,8,3,2,0,10,10
250,47.52328661580827,-122.34937823161248,10,0,0,4,1,0,10,10
251,47.57153045590254,-122.29408710794532,10,0,0,6,3,0,10,10
252,47.6122439688953,-122.2363675898057,0,0,0,9,0,0,10,2
253,47.53270386425021,-122.3571802377008,0,0,0,4,0,0,10,4
254,47.66333708744801,-122.3737244073141,10,1,0,1,6,0,10,10
255,47.57991497262295,-122.31920028184896,10,2,0,4,3,0,10,10
256,47.63657899727473,-122.35102820939314,10,6,0,4,2,0,10,10
257,47.56896160597677,-122.25301655635732,0,0,0,7,0,0,10,1
258,47.58445097570379,-122.32112792278856,10,2,0,5,3,0,10,10
259,47.55721240410959,-122.35262374822858,0,1,0,4,0,0,10,4
260,47.66561952296654,-122.42298898398836,0,1,0,0,0,0,10,1
261,47.65745515034951,-122.25144060333083,0,0,0,10,0,0,9,0
262,47.65459029967374,-122.329220962083,10,6,10,5,1,5,10,10
263,47.67032307880198,-122.30199737204283,10,3,8,5,1,4,10,10
264,47.51879223256131,-122.2756502386716,5,4,1,6,1,0,10,10
265,47.53369483171894,-122.4226823353418,0,0,0,3,0,0,4,0
266,47.572509022072055,-122.42157072146637,1,0,3,3,0,1,10,10
267,47.63790248549802,-122.28638329375632,6,1,6,6,1,2,10,9
268,47.703238999977984,-122.26862604972588,0,0,1,7,0,0,10,0
269,47.5656671487841,-122.2793528789522,10,2,8,7,2,2,10,0
270,47.65099367739259,-122.40742944455305,0,2,2,1,1,0,10,0
271,47.65685546829239,-122.34437176313833,10,6,7,4,3,10,10,0
272,47.68674996495665,-122.29157079373664,3,7,5,6,1,1,10,0
273,47.6112821017501,-122.2547938935162,0,0,0,9,0,0,10,0
274,47.653571624017374,-122.41487507675616,0,0,2,1,0,0,10,0
275,47.613449201199096,-122.30536398960874,10,4,10,5,6,5,10,0
276,47.64883767437804,-122.3434717355879,10,2,10,4,0,10,10,0
277,47.59577032645093,-122.30453833882028,10,6,10,6,0,2,10,0
278,47.673901941595126,-122.2558901946526,0,1,1,9,0,0,8,0
279,47.67579148058416,-122.364144062034,10,2,5,1,0,3,10,10
280,47.63786977430344,-122.37470857368196,4,1,2,2,0,1,10,10
281,47.623504453429774,-122.35681146155588,10,3,10,3,0,9,10,10
282,47.57431680098107,-122.23715334685411,0,1,4,7,0,0,10,8
283,47.52456801675949,-122.34810793890404,5,2,1,4,0,1,10,10
284,47.65976456589844,-122.3758817213809,10,1,2,1,0,10,10,10
285,47.69878851053185,-122.23942280374791,0,0,1,10,0,0,10,2
286,47.54669349132775,-122.2380176034725,0,0,2,7,0,0,10,1
287,47.52311496867709,-122.29031414250582,0,2,0,6,0,0,10,1
288,47.63291386993558,-122.27905745817272,6,1,9,6,0,2,10,8
289,47.65393672628523,-122.24947916764876,0,0,0,10,0,0,9,0
290,47.57807313309983,-122.2462474043953,0,0,7,6,0,0,10,9
291,47.70755691921158,-122.27468426153835,0,1,0,8,0,0,10,1
292,47.53860646117624,-122.34958625849366,0,1,3,4,0,0,10,0
293,47.55250785838217,-122.3103348428586,10,3,4,4,2,6,10,10
294,47.67232725512111,-122.43475739306966,0,0,0,0,0,0,2,0
295,47.66259896639905,-122.42309394788352,0,1,1,0,0,0,9,0
296,47.62452494150338,-122.32591632442626,10,7,10,5,2,6,10,10
297,47.52312430321652,-122.27817073560205,10,5,1,6,1,0,10,10
298,47.69694421349644,-122.3612824606676,10,0,3,1,2,8,10,10
299,47.545979074263066,-122.35884792355311,1,2,9,4,0,0,10,1
300,47.70584857311038,-122.39955408665504,0,0,1,0,0,0,10,0
301,47.70659655312206,-122.30592890623932,0,5,4,0,1,0,10,10
302,47.58588667347333,-122.41684121582566,0,0,0,0,0,2,10,10
303,47.640598932493326,-122.430785841958,0,0,0,0,0,0,8,0
304,47.57395619105785,-122.23637868123032,0,1,4,0,0,0,10,8
305,47.63711585818493,-122.26336162541084,0,0,0,0,0,0,10,6
306,47.62878335758508,-122.35862996023232,0,4,10,0,4,8,10,10
307,47.5973779265812,-122.35558384584496,0,0,0,0,0,0,0,10
308,47.56385762875131,-122.411203326851,0,0,5,0,0,0,0,1
309,47.518224258431125,-122.32856117017867,0,1,3,5,0,0,0,8
310,47.54982051972916,-122.2772193141426,0,6,1,7,1,2,0,10
311,47.598381517182304,-122.35967848621058,0,0,0,3,0,0,0,0
312,47.58293137361571,-122.38168819681462,0,2,6,3,3,3,0,10
313,47.551305702727774,-122.42873930288602,0,0,0,2,0,0,0,0
314,47.57677119888667,-122.43286730373852,0,0,0,2,0,0,0,1
315,47.55639305577425,-122.30277154887187,2,0,4,4,1,1,0,10
316,47.67239685366496,-122.41021767971633,5,0,1,0,0,0,10,7
317,47.69736285299988,-122.26135981458827,0,0,1,6,0,0,10,1
318,47.57673122002024,-122.31233188266025,10,0,5,6,3,1,10,10
319,47.54985802859177,-122.4338816191613,0,0,0,2,0,0,0,0
320,47.65815653289887,-122.373453095467,10,0,2,1,4,10,10,10
321,47.544634417063016,-122.43127415242802,0,0,0,2,0,0,0,0
322,47.54226533612008,-122.3883213281414,5,0,0,4,1,0,10,5
323,47.55794349070906,-122.30339547982118,2,0,0,3,1,0,10,10
324,47.54414462100087,-122.32104857819937,10,0,0,4,1,0,10,10
325,47.544782778078456,-122.31802747078645,10,0,0,4,1,0,10,10
326,47.65815360759603,-122.3974646116132,3,1,0,1,1,0,10,10
327,47.6991719831556,-122.35040326437031,10,2,0,1,1,0,10,10
328,47.59444294853096,-122.40647265252636,0,0,0,3,0,0,10,0
329,47.51078518726109,-122.4345272955423,0,0,0,2,0,0,1,0
330,47.68376645501943,-122.3385046471046,10,3,0,1,1,0,10,10
331,47.53080838190317,-122.24800868991518,0,0,0,7,0,0,10,0
332,47.62784350414765,-122.4277600269932,0,0,0,1,0,0,6,0
333,47.63367463382102,-122.36255129984424,10,4,10,3,3,0,10,10
334,47.5933978311043,-122.24198652967232,8,0,6,9,0,0,10,10
335,47.62743978791521,-122.3650517562169,10,1,10,3,2,6,10,10
336,47.60756641846764,-122.31206653804732,10,7,10,5,5,8,10,10
337,47.61339561152096,-122.33652555638892,10,3,10,4,9,10,10,10
338,47.52040868235189,-122.26331874591668,5,5,7,6,1,1,10,0
339,47.59215195403917,-122.41146683842078,0,0,0,3,0,0,10,0
340,47.667151830516985,-122.31208950509706,10,3,10,4,4,7,10,0
341,47.68966788078958,-122.3682080774915,10,3,4,1,3,5,10,0
342,47.59245800418813,-122.29051252555958,6,4,10,6,0,0,10,0
343,47.62138472624636,-122.26601607182766,0,0,0,8,0,0,10,0
344,47.55150791997808,-122.2697787446898,8,4,2,8,0,0,10,0
345,47.5941210832622,-122.33262498690094,10,3,10,5,4,7,10,0
346,47.67231102004863,-122.26488641607745,0,1,2,7,0,0,10,0
347,47.56704572875793,-122.30700142290164,4,1,4,5,1,0,10,0
348,47.52236568842685,-122.42455358445656,0,0,0,2,0,0,5,0
349,47.58363776679523,-122.23637471029792,9,0,5,7,2,0,10,10
350,47.55597160721829,-122.35189035603652,1,1,9,4,0,0,10,4
351,47.68647805760865,-122.38212098626904,10,2,4,0,0,1,10,10
352,47.632950490769765,-122.314424312133,4,8,10,6,0,1,10,10
353,47.54282024788608,-122.35026182045485,0,1,3,4,0,0,10,1
354,47.704693526322274,-122.26456087570382,0,0,0,8,0,0,10,0
355,47.68729443679847,-122.32754598287949,10,7,4,4,0,2,10,10
356,47.65282393917175,-122.28171501117518,0,0,4,7,0,0,10,7
357,47.610273617494606,-122.31683251026983,10,4,10,5,0,10,10,10
358,47.63775983190141,-122.2986937097456,1,3,6,6,0,0,10,6
359,47.62813129499146,-122.37881450202596,4,0,7,2,0,0,10,6
360,47.59997228891811,-122.30531005858911,10,7,10,6,0,3,10,10
361,47.61404234861303,-122.40639232086512,0,0,0,2,0,0,4,0
362,47.6416534759372,-122.33770588220182,10,4,10,4,0,3,10,10
363,47.695185461645146,-122.28445034662326,2,1,4,7,0,2,10,3
364,47.61189259958292,-122.40115689916465,0,0,0,2,0,0,5,0
365,47.68302003247333,-122.39502129575196,7,3,3,0,0,0,10,10
366,47.58059606231701,-122.28839826854802,8,3,10,6,2,0,10,10
367,47.51741159080111,-122.24733393170013,1,1,4,5,0,0,10,4
368,47.55761042241208,-122.35664329683854,1,1,10,4,0,0,10,2
369,47.649624680468605,-122.2803157781625,0,0,5,0,0,0,10,6
370,47.66227780389478,-122.24828142049294,0,0,0,0,0,0,6,0
371,47.51427004195132,-122.3625532622706,10,5,3,0,7,2,10,10
372,47.69488018845915,-122.3998288829493,2,1,3,0,0,0,10,4
373,47.69494670379654,-122.37621734406008,8,2,4,0,2,3,10,10
374,47.66559876109011,-122.31726503783936,0,5,6,0,3,5,10,10
375,47.64234712674422,-122.31040302921288,0,4,10,0,0,0,10,10
376,47.657348453595546,-122.32369966714546,0,5,10,0,4,9,0,10
377,47.5312654963331,-122.3543765833704,0,3,2,0,0,0,0,5
378,47.52961047450549,-122.3864813428049,0,2,7,4,0,0,0,2
379,47.64964748513309,-122.40714215808828,0,3,2,1,1,0,0,10
380,47.70013601252278,-122.2862968952245,0,5,3,8,0,1,0,3
381,47.65658247512987,-122.24744260302973,0,0,0,10,0,0,0,0
382,47.60951325734541,-122.4037901054072,0,0,0,2,0,0,0,0
383,47.59660313345272,-122.28324842984053,0,2,10,5,1,0,0,10
384,47.65382394513597,-122.34381854256976,0,4,10,4,2,10,10,10
385,47.57681348391652,-122.32267266339858,0,1,4,4,2,1,10,10
386,47.55552960627384,-122.28516337424269,10,0,3,5,2,5,10,10
387,47.55200659980261,-122.37744437624912,2,0,9,4,0,0,10,10
388,47.55400581894058,-122.35208040291552,1,0,9,4,0,0,10,4
389,47.51460274817901,-122.27253282322673,5,0,1,6,1,0,10,6
390,47.69562730258429,-122.35323383361406,10,0,3,1,1,6,10,10
391,47.68418193629431,-122.38994749579008,4,0,4,0,0,1,10,10
392,47.56634501061947,-122.27829371613524,5,0,0,7,1,0,10,10
393,47.59831215127274,-122.32804214549756,10,0,0,5,7,8,10,10
394,47.69092343513367,-122.25168000840443,0,0,0,8,0,0,7,1
395,47.58999701301492,-122.42565027022982,0,0,0,3,0,0,5,0
396,47.5430177739942,-122.28973214235128,10,0,0,6,3,0,10,10
